DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241706389,2/20/2024 0:00,2/13/2024 0:00,1715,17,Devonshire,1743,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,22,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,DEVONSHIRE                   ST,RESEDA                       BL,34.2573,-118.5361
240204821,1/18/2024 0:00,1/17/2024 0:00,1900,2,Rampart,291,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOOVER                       ST,17TH                         ST,34.0423,-118.2841
240311604,6/23/2024 0:00,6/22/2024 0:00,1,3,Southwest,337,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2900    RAYMOND                      AV,,34.0289,-118.298
242013369,11/16/2024 0:00,11/16/2024 0:00,510,20,Olympic,2022,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WESTERN,4TH                          ST,34.0671,-118.3091
241406158,2/17/2024 0:00,2/15/2024 0:00,1605,14,Pacific,1452,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,522,,,,3700    VIA DOLCE,,33.9775,-118.4614
240117858,9/2/2024 0:00,8/4/2024 0:00,700,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,400 S  SAN PEDRO                    ST,,34.0453,-118.2443
241707015,3/13/2024 0:00,3/7/2024 0:00,2130,17,Devonshire,1779,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 1602 0344,30,M,B,101,STREET,,,IC,Invest Cont,331,,,,15700    LIGGETT                      ST,,34.2399,-118.4739
241707355,3/20/2024 0:00,3/19/2024 0:00,1930,17,Devonshire,1798,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1602 0344 0329,20,F,H,101,STREET,,,IC,Invest Cont,331,,,,15800    RAYEN                        ST,,34.2319,-118.4763
240807092,3/19/2024 0:00,3/19/2024 0:00,1700,8,West LA,849,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 S  WOOSTER                      ST,,34.0594,-118.3824
241812061,8/8/2024 0:00,8/8/2024 0:00,1251,18,Southeast,1862,2,888,TRESPASSING,1822 1501 0910 2004,0,X,X,895,MTA - SILVER LINE - HARBOR FWY,,,IC,Invest Cont,888,,,,11500 S  FIGUEROA                     ST,,33.928,-118.2826
241514841,10/24/2024 0:00,10/24/2024 0:00,155,15,N Hollywood,1505,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11400    SHERMAN                      WY,,34.2012,-118.379
240309116,4/11/2024 0:00,4/11/2024 0:00,2223,3,Southwest,357,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,21,F,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1100 W  36TH                         ST,,34.0231,-118.2933
240107880,2/25/2024 0:00,2/25/2024 0:00,640,1,Central,128,2,888,TRESPASSING,0910 2052,0,X,X,965,MTA - GOLD LINE - LITTLE TOKYO/ARTS DISTRICT,,,IC,Invest Cont,888,,,,400 E  1ST                          ST,,34.0492,-118.2391
242006408,2/25/2024 0:00,2/25/2024 0:00,2020,20,Olympic,2024,1,330,BURGLARY FROM VEHICLE,1822 1307 1609 0344 0358,23,M,C,108,PARKING LOT,,,IC,Invest Cont,330,,,,3700 W  6TH                          ST,,34.0636,-118.3029
241210937,4/28/2024 0:00,4/28/2024 0:00,2250,12,77th Street,1283,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1278,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,96TH                         ST,WESTERN                      AV,33.9487,-118.309
242105990,2/18/2024 0:00,2/17/2024 0:00,1725,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,35,M,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274
240708620,5/5/2024 0:00,5/3/2024 0:00,1,7,Wilshire,719,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,56,M,W,101,STREET,,,IC,Invest Cont,331,,,,ROSEWOOD                     AV,LUCERNE                      ST,34.079,-118.3248
240906829,3/15/2024 0:00,3/13/2024 0:00,1800,9,Van Nuys,989,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13700    VENTURA                      BL,,34.148,-118.4312
242006399,2/24/2024 0:00,2/24/2024 0:00,1830,20,Olympic,2029,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0400 0416 0417 0446 1218 1822,31,M,O,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,VERMONT                      AV,3RD                          ST,34.0691,-118.2917
240411837,12/2/2024 0:00,12/1/2024 0:00,1700,4,Hollenbeck,459,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3000    EAST SIDE                    BL,,34.0436,-118.2
242011173,8/27/2024 0:00,8/26/2024 0:00,1718,20,Olympic,2033,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,27,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,900 S  OXFORD                       AV,,34.0559,-118.3078
240912834,11/5/2024 0:00,11/2/2024 0:00,2230,9,Van Nuys,963,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,15200    OTSEGO                       ST,,34.163,-118.464
241910613,8/1/2024 0:00,8/1/2024 0:00,950,19,Mission,1913,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",344,0,X,X,102,SIDEWALK,,,IC,Invest Cont,950,,,,13000    SAN FERNANDO                 RD,,34.3067,-118.4682
241514888,10/27/2024 0:00,10/26/2024 0:00,2200,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800    BELLINGHAM                   AV,,34.1939,-118.3987
241216506,10/10/2024 0:00,9/12/2024 0:00,2030,12,77th Street,1243,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1600 W  66TH                         ST,,33.9791,-118.3046
241508541,4/1/2024 0:00,4/1/2024 0:00,945,15,N Hollywood,1549,1,350,"THEFT, PERSON",0344 0448 1259,43,M,B,124,BUS STOP,,,JA,Juv Arrest,350,,,,CHANDLER,LANKERSHIM,34.1689,-118.3771
241707230,3/14/2024 0:00,2/17/2024 0:00,1645,17,Devonshire,1729,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,43,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,11300    PASO ROBLES                  AV,,34.2756,-118.5039
240116586,8/12/2024 0:00,8/12/2024 0:00,30,1,Central,182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,W  9TH                          ST,OLIVE                        ST,34.0437,-118.2582
241406445,2/23/2024 0:00,2/23/2024 0:00,1315,14,Pacific,1466,1,310,BURGLARY,1309 0342 1609 1501,49,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7200    KENTWOOD                     AV,,33.9781,-118.4017
242009843,6/27/2024 0:00,6/26/2024 0:00,1130,20,Olympic,2074,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 S  HOBART                       BL,,34.046,-118.3053
242004891,1/9/2024 0:00,1/8/2024 0:00,1800,20,Olympic,2031,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4000 W  8TH                          ST,,34.0599,-118.3139
241911202,8/26/2024 0:00,8/26/2024 0:00,1600,19,Mission,1985,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,14600    PARTHENIA                    ST,,34.2271,-118.4503
240507757,4/8/2024 0:00,4/5/2024 0:00,1340,5,Harbor,504,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,26,M,C,101,STREET,,,IC,Invest Cont,440,,,,TORRANCE                     BL,NORMANDIE                    AV,33.842,-118.2992
240806157,2/26/2024 0:00,2/25/2024 0:00,2300,8,West LA,834,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500    EASTBORNE                    AV,,34.0565,-118.4276
240906895,3/16/2024 0:00,3/16/2024 0:00,30,9,Van Nuys,948,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,102,SIDEWALK,,,IC,Invest Cont,740,,,,BURBANK                      BL,FULTON,34.1721,-118.4225
241714979,12/14/2024 0:00,12/5/2024 0:00,2000,17,Devonshire,1775,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,F,K,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,17000    GLEDHILL                     ST,,34.2424,-118.5029
240412027,12/10/2024 0:00,12/9/2024 0:00,1515,4,Hollenbeck,471,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,0,X,X,217,AUTO REPAIR SHOP,,,IC,Invest Cont,740,,,,2200 E  7TH                          ST,,34.0344,-118.225
241507394,3/5/2024 0:00,3/5/2024 0:00,2148,15,N Hollywood,1527,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11000    VICTORY                      BL,,34.1867,-118.3703
241107964,5/7/2024 0:00,5/6/2024 0:00,1850,11,Northeast,1183,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  SUNSET                       BL,,34.0832,-118.2572
240405031,2/2/2024 0:00,2/2/2024 0:00,1540,4,Hollenbeck,424,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,0,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700 N  MISSION                      RD,,34.0685,-118.2009
242109081,5/13/2024 0:00,5/12/2024 0:00,1700,21,Topanga,2104,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,33,F,H,101,STREET,,,IC,Invest Cont,331,,,,PARTHENIA                    ST,REMMET                       AV,34.2282,-118.6003
241904767,1/19/2024 0:00,1/4/2024 0:00,813,19,Mission,1905,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,403,DRUG STORE,,,AA,Adult Arrest,442,,,,13800    FOOTHILL                     BL,,34.3155,-118.4343
240512955,11/28/2024 0:00,11/27/2024 0:00,1230,5,Harbor,511,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,25600    BELLE PORTE                  AV,,33.7915,-118.3012
240112988,6/17/2024 0:00,6/17/2024 0:00,233,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412
240204383,1/8/2024 0:00,1/5/2024 0:00,2200,2,Rampart,256,1,210,ROBBERY,0342 1822 0202 0334 0432 0355,34,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,BURLINGTON,WILSHIRE,34.0564,-118.2725
241512040,7/15/2024 0:00,7/15/2024 0:00,855,15,N Hollywood,1547,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11600    BURBANK                      BL,,34.1722,-118.3848
241910053,7/11/2024 0:00,7/10/2024 0:00,2200,19,Mission,1991,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8200    LANGDON                      AV,,34.2198,-118.4694
240116716,8/13/2024 0:00,8/13/2024 0:00,955,1,Central,119,2,888,TRESPASSING,0910 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241506750,2/27/2024 0:00,2/27/2024 0:00,1354,15,N Hollywood,1503,2,903,CONTEMPT OF COURT,2038,16,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903,,,,6900    BELLINGHAM                   AV,,34.1958,-118.3987
241609480,7/25/2024 0:00,7/25/2024 0:00,835,16,Foothill,1653,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12500    MONTAGUE                     ST,,34.2484,-118.4103
241510626,5/21/2024 0:00,5/21/2024 0:00,1400,15,N Hollywood,1532,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822 0344 0394,35,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,12100    TIARA                        ST,,34.1784,-118.3965
241415732,12/9/2024 0:00,11/17/2024 0:00,1200,14,Pacific,1469,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7100    ALVERN                       ST,,33.9752,-118.3772
240506716,3/11/2024 0:00,3/11/2024 0:00,1215,5,Harbor,528,2,901,VIOLATION OF RESTRAINING ORDER,2038,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1500 E  L                            ST,,33.7872,-118.2451
241105307,2/5/2024 0:00,2/4/2024 0:00,1130,11,Northeast,1137,1,310,BURGLARY,0344 1607 0329,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 N  AVENUE 52,,34.1085,-118.2011
240114524,7/13/2024 0:00,7/13/2024 0:00,945,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,38,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,W  2ND                          ST,S  SPRING                       ST,34.0517,-118.2456
242009529,6/8/2024 0:00,6/2/2024 0:00,2330,20,Olympic,2002,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0377,40,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,600 N  WESTERN                      AV,,34.0799,-118.3113
240808684,5/13/2024 0:00,5/9/2024 0:00,1413,8,West LA,889,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0346 2032,46,F,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,,,,LA CIENEGA,SAWYER                       ST,34.0426,-118.3764
241607889,5/3/2024 0:00,4/24/2024 0:00,1025,16,Foothill,1611,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,101,STREET,,,IC,Invest Cont,341,,,,13500    BROWNELL                     ST,,34.2829,-118.4272
240216631,11/2/2024 0:00,11/2/2024 0:00,447,2,Rampart,275,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  WESTLAKE                     AV,,34.0512,-118.2787
240314967,10/2/2024 0:00,8/18/2024 0:00,1000,3,Southwest,328,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,23,X,X,108,PARKING LOT,,,IC,Invest Cont,440,,,,600 W  32ND                         ST,,34.0235,-118.279
241709694,5/19/2024 0:00,5/19/2024 0:00,1423,17,Devonshire,1745,2,354,THEFT OF IDENTITY,930,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500    GENESTA                      AV,,34.2612,-118.5045
242104711,1/16/2024 0:00,1/12/2024 0:00,1655,21,Topanga,2177,2,354,THEFT OF IDENTITY,1822,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5800    OSO                          AV,,34.1764,-118.5772
240116998,8/17/2024 0:00,8/17/2024 0:00,920,1,Central,119,2,888,TRESPASSING,910,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241909244,6/1/2024 0:00,5/31/2024 0:00,1900,19,Mission,1977,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,JA,Juv Arrest,510,,,,13600    OSBORNE                      ST,,34.2397,-118.4294
241508165,3/26/2024 0:00,3/26/2024 0:00,2040,15,N Hollywood,1529,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000 1814,27,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,6000    CLYBOURN                     AV,,34.1829,-118.365
242000713,8/27/2024 0:00,8/27/2024 0:00,1900,20,Olympic,2069,2,623,BATTERY POLICE (SIMPLE),0400 2004 1822 0356 1212,0,X,X,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,1100 S  VERMONT                      AV,,34.0509,-118.2916
241607245,4/13/2024 0:00,4/13/2024 0:00,1815,16,Foothill,1676,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0416,77,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10700    NEW HAVEN                    ST,,34.2265,-118.366
240208084,3/23/2024 0:00,3/23/2024 0:00,330,2,Rampart,257,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200    WILSHIRE                     BL,,34.053,-118.2649
240504212,1/6/2024 0:00,1/5/2024 0:00,1300,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 S  ALMA                         ST,,33.7343,-118.299
242111415,8/29/2024 0:00,8/29/2024 0:00,700,21,Topanga,2145,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,51,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,6500    SHOUP                        AV,,34.1885,-118.6146
240313841,8/31/2024 0:00,8/31/2024 0:00,251,3,Southwest,328,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,23,X,X,403,DRUG STORE,,,IC,Invest Cont,745,,,,3300 S  FIGUEROA                     ST,,34.0268,-118.2808
240317126,12/18/2024 0:00,11/19/2024 0:00,2316,3,Southwest,374,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906,42,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,3900    3RD                          AV,,34.0146,-118.3204
240410383,9/27/2024 0:00,9/26/2024 0:00,2013,4,Hollenbeck,416,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,400    CLIFTON                      ST,,34.0781,-118.2099
241108425,5/30/2024 0:00,5/27/2024 0:00,120,11,Northeast,1135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,38,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,3300    CARLYLE                      ST,,34.1095,-118.2338
242009450,5/30/2024 0:00,5/15/2024 0:00,1333,20,Olympic,2033,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,27,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 S  SERRANO                      AV,,34.0577,-118.3066
240107262,2/15/2024 0:00,1/9/2024 0:00,1600,1,Central,142,2,860,BATTERY WITH SEXUAL CONTACT,0305 0448 0522 0551 1822,31,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3RD,HOPE,34.0537,-118.2523
240117928,9/4/2024 0:00,9/1/2024 0:00,1625,1,Central,118,2,888,TRESPASSING,910,23,X,X,101,STREET,,,IC,Invest Cont,888,,,,900 N  SPRING                       ST,,34.0635,-118.2357
241806664,2/23/2024 0:00,2/5/2024 0:00,1,18,Southeast,1822,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,100 W  102ND                        ST,,33.9438,-118.2739
240810642,9/8/2024 0:00,9/7/2024 0:00,2200,8,West LA,816,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    KELTON                       AV,,34.0665,-118.4534
240122172,12/6/2024 0:00,12/6/2024 0:00,1610,1,Central,195,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 S  MAIN                         ST,,34.0351,-118.2614
240309540,4/22/2024 0:00,4/18/2024 0:00,1900,3,Southwest,321,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1604 1822,66,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,3400 S  CLOVERDALE                   AV,,34.0252,-118.3603
242007354,3/17/2024 0:00,3/17/2024 0:00,240,20,Olympic,2033,2,354,THEFT OF IDENTITY,0100 0929 0930 1822,22,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3700    WILSHIRE                     BL,,34.0617,-118.3066
240612046,9/20/2024 0:00,9/18/2024 0:00,1200,6,Hollywood,657,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5400 W  LEMON GROVE                  AV,,34.0888,-118.3124
240406312,3/13/2024 0:00,3/11/2024 0:00,1900,4,Hollenbeck,477,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GUIRADO,CAMULOS,34.0335,-118.2091
241606292,3/11/2024 0:00,2/9/2024 0:00,846,16,Foothill,1665,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,51,F,H,213,WAREHOUSE,,,IC,Invest Cont,440,,,,11000    PENDLETON                    ST,,34.2498,-118.3787
241909250,6/1/2024 0:00,6/1/2024 0:00,1300,19,Mission,1994,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14800    CANTARA                      ST,,34.2194,-118.4553
240704277,1/7/2024 0:00,1/7/2024 0:00,930,7,Wilshire,775,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,76,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4800 W  WASHINGTON                   BL,,34.0427,-118.3423
241205334,1/22/2024 0:00,1/22/2024 0:00,1700,12,77th Street,1265,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 1822 0910,19,M,H,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,8000 S  VERMONT                      AV,,33.9611,-118.2917
241505419,1/29/2024 0:00,1/25/2024 0:00,1130,15,N Hollywood,1545,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,51,F,B,101,STREET,,,IC,Invest Cont,740,,,,11900    MAGNOLIA                     BL,,34.1649,-118.3922
240108848,3/10/2024 0:00,3/10/2024 0:00,1106,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
241604261,1/8/2024 0:00,1/5/2024 0:00,1500,16,Foothill,1636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,W,101,STREET,,,IC,Invest Cont,341,,,,9400    WENTWORTH                    ST,,34.2638,-118.3367
240213103,8/19/2024 0:00,8/10/2024 0:00,100,2,Rampart,279,2,354,THEFT OF IDENTITY,1822 0930 0344,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  ALBANY                       ST,,34.0475,-118.2714
241311948,8/7/2024 0:00,8/7/2024 0:00,837,13,Newton,1317,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0400 1822,0,M,X,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,LONG BEACH                   AV,NEWTON                       ST,34.0252,-118.2415
240709877,7/3/2024 0:00,7/3/2024 0:00,843,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240217973,12/10/2024 0:00,12/8/2024 0:00,1130,2,Rampart,237,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,58,M,B,101,STREET,,,IC,Invest Cont,745,,,,EMERALD,LUCAS                        AV,34.0598,-118.2607
241610746,10/7/2024 0:00,10/5/2024 0:00,830,16,Foothill,1675,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9100    GLENOAKS                     BL,,34.2345,-118.3713
240121408,11/20/2024 0:00,11/19/2024 0:00,2235,1,Central,138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,32,M,F,744,HIGH-RISE BUILDING,,,IC,Invest Cont,745,,,,400 E  3RD                          ST,,34.0473,-118.2425
241909149,5/27/2024 0:00,5/26/2024 0:00,850,19,Mission,1998,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,406,OTHER STORE,,,IC,Invest Cont,522,,,,14300    ARMINTA                      ST,,34.213,-118.4434
240908471,4/26/2024 0:00,4/8/2024 0:00,1,9,Van Nuys,994,2,354,THEFT OF IDENTITY,0923 1822,77,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3600    BEVERLY RIDGE                DR,,34.1361,-118.4479
242104365,1/9/2024 0:00,1/8/2024 0:00,1400,21,Topanga,2103,1,310,BURGLARY,0344 1402 1607 1609,83,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,8400    CAPISTRANO                   AV,,34.2227,-118.617
